eco	name	pgn	uci	epd	text
A11	Réti Opening: Anglo-Slav Variation, with g3	1. c4 c6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Bf5 5. O-O e6 6. d3	c2c4 c7c6 g1f3 d7d5 g2g3 g8f6 f1g2 c8f5 e1g1 e7e6 d2d3	rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 b kq -	
A11	Réti Opening: Anglo-Slav Variation, with g3	1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bf5 5. d3 h6 6. c4 e6	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8f5 d2d3 h7h6 c2c4 e7e6	rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 w kq -	
A12	Réti Opening: Anglo-Slav Variation	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3	c2c4 g8f6 g2g3 c7c6 g1f3 d7d5 b2b3	rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/1P3NP1/P2PPP1P/RNBQKB1R b KQkq -	
A12	Réti Opening: Anglo-Slav Variation, Bled Variation	1. Nf3 d5 2. b3 Nf6 3. Bb2 g6 4. c4 c6	g1f3 d7d5 b2b3 g8f6 c1b2 g7g6 c2c4 c7c6	rnbqkb1r/pp2pp1p/2p2np1/3p4/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq -	
A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation	1. Nf3 d5 2. c4 c6 3. b3	g1f3 d7d5 c2c4 c7c6 b2b3	rnbqkbnr/pp2pppp/2p5/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq -	
A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation	1. Nf3 d5 2. c4 c6 3. b3 Bg4	g1f3 d7d5 c2c4 c7c6 b2b3 c8g4	rn1qkbnr/pp2pppp/2p5/3p4/2P3b1/1P3N2/P2PPPPP/RNBQKB1R w KQkq -	
A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation	1. Nf3 d5 2. c4 c6 3. b3 Bf5	g1f3 d7d5 c2c4 c7c6 b2b3 c8f5	rn1qkbnr/pp2pppp/2p5/3p1b2/2P5/1P3N2/P2PPPPP/RNBQKB1R w KQkq -	
A12	Réti Opening: Anglo-Slav Variation, Bogoljubow Variation	1. Nf3 d5 2. c4 c6 3. b3 Bf5 4. Bb2	g1f3 d7d5 c2c4 c7c6 b2b3 c8f5 c1b2	rn1qkbnr/pp2pppp/2p5/3p1b2/2P5/1P3N2/PB1PPPPP/RN1QKB1R b KQkq -	
A12	Réti Opening: Anglo-Slav Variation, Capablanca Variation	1. c4 Nf6 2. Nf3 c6 3. b3 d5 4. Bb2 Bg4	c2c4 g8f6 g1f3 c7c6 b2b3 d7d5 c1b2 c8g4	rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3N2/PB1PPPPP/RN1QKB1R w KQkq -	
A12	Réti Opening: Anglo-Slav Variation, London Defensive System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bf5	c2c4 g8f6 g2g3 c7c6 g1f3 d7d5 b2b3 c8f5	rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3NP1/P2PPP1P/RNBQKB1R w KQkq -	
A12	Réti Opening: Anglo-Slav Variation, New York System	1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2 Bf5	g1f3 g8f6 c2c4 c7c6 b2b3 d7d5 c1b2 c8f5	rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq -	
A12	Réti Opening: Anglo-Slav Variation, Torre System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bg4	c2c4 g8f6 g2g3 c7c6 g1f3 d7d5 b2b3 c8g4	rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3NP1/P2PPP1P/RNBQKB1R w KQkq -	
A12	Réti Opening: Anglo-Slav Variation, with dxc4	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 dxc4	c2c4 g8f6 g2g3 c7c6 g1f3 d7d5 b2b3 d5c4	rnbqkb1r/pp2pppp/2p2n2/8/2p5/1P3NP1/P2PPP1P/RNBQKB1R w KQkq -	
A13	English Opening: Agincourt Defense	1. c4 e6	c2c4 e7e6	rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3	c2c4 e7e6 g1f3	rnbqkbnr/pppp1ppp/4p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3 d5	c2c4 e7e6 g1f3 d7d5	rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Be7 5. e3 O-O	c2c4 e7e6 g1f3 d7d5 b2b3 g8f6 c1b2 f8e7 e2e3 e8g8	rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R w KQ -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Be7 5. e3 O-O 6. d4	c2c4 e7e6 g1f3 d7d5 b2b3 g8f6 c1b2 f8e7 e2e3 e8g8 d2d4	rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/1P2PN2/PB3PPP/RN1QKB1R b KQ -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Bogoljubow Defense	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Bd6	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8d6	rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Catalan Defense	1. c4 e6 2. Nf3 d5 3. g3 b6 4. Bg2 Bb7 5. O-O	c2c4 e7e6 g1f3 d7d5 g2g3 b7b6 f1g2 c8b7 e1g1	rn1qkbnr/pbp2ppp/1p2p3/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Catalan Defense	1. c4 e6 2. Nf3 d5 3. g3 c5	c2c4 e7e6 g1f3 d7d5 g2g3 c7c5	rnbqkbnr/pp3ppp/4p3/2pp4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Catalan Defense Accepted	1. c4 e6 2. Nf3 Nf6 3. g3 d5 4. Bg2 dxc4	c2c4 e7e6 g1f3 g8f6 g2g3 d7d5 f1g2 d5c4	rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense	1. c4 e6 2. Nf3 Nf6 3. g3 d5 4. Bg2 c6	c2c4 e7e6 g1f3 g8f6 g2g3 d7d5 f1g2 c7c6	rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Kurajica Defense	1. c4 e6 2. Nf3 d5 3. g3 c6	c2c4 e7e6 g1f3 d7d5 g2g3 c7c6	rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Tarrasch Defense	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 c5 5. b3 Nc6 6. O-O Be7	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 c7c5 b2b3 b8c6 e1g1 f8e7	r1bqk2r/pp2bppp/2n1pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 w kq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Agincourt Defense, Wimpy System	1. c4 e6 2. Nf3 Nf6 3. b3 d5 4. Bb2 c5 5. e3	c2c4 e7e6 g1f3 g8f6 b2b3 d7d5 c1b2 c7c5 e2e3	rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R b KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A13	English Opening: Neo-Catalan	1. c4 e6 2. Nf3 d5 3. g3 Nf6	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6	rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	The position arises from the English Opening and specifically the Neo-Catalan variation, a setup characterized by White employing a flexible pawn structure and fianchettoed bishops to control the center indirectly. Black responds with a pawn on d5 and the knight on f6, balancing center control and piece development.
A13	English Opening: Neo-Catalan Declined	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8e7	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	The English Opening: Neo-Catalan Declined arises after the moves 1. c4 , e6 , 2. Nf3 , d5 , Nf6 , 4. Bg2 , and Be7 . In this position, Black has developed smoothly without structural weaknesses, maintaining control over the central squares. White has the interesting idea of increasing influence over the center with fianchettoed bishop on g2 and would like to proceed with development while potentially planning a central break or further piece development.
A13	English Opening: Romanishin Gambit	1. c4 Nf6 2. Nf3 e6 3. g3 a6 4. Bg2 b5	c2c4 g8f6 g1f3 e7e6 g2g3 a7a6 f1g2 b7b5	rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	The English Opening, specifically the Romanishin Gambit, is a flexible and strategic choice often leading to dynamic positions. The current setup arises after 1. c4 Nf6 2. Nf3 e6 3. g3 a6 4. Bg2 b5, where Black takes the initiative by fianchettoing the light-squared bishop and controlling the a8-h1 diagonal. This position encapsulates themes of pawn structure modifications, central control, and the activation of minor pieces.
A14	English Opening: Agincourt Defense, Keres Defense	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O c5 6. cxd5 Nxd5 7. Nc3 Nc6	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8e7 e1g1 c7c5 c4d5 f6d5 b1c3 b8c6	r1bqk2r/pp2bppp/2n1p3/2pn4/8/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8e7 e1g1	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. b3	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 b2b3	rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 b - -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5	g1f3 d7d5 g2g3 g8f6 f1g2 e7e6 e1g1 f8e7 c2c4 e8g8 b2b3 c7c5	rnbq1rk1/pp2bppp/4pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 w - -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5 7. e3	g1f3 d7d5 g2g3 g8f6 f1g2 e7e6 e1g1 f8e7 c2c4 e8g8 b2b3 c7c5 e2e3	rnbq1rk1/pp2bppp/4pn2/2pp4/2P5/1P2PNP1/P2P1PBP/RNBQ1RK1 b - -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5 7. e3 d4	g1f3 d7d5 g2g3 g8f6 f1g2 e7e6 e1g1 f8e7 c2c4 e8g8 b2b3 c7c5 e2e3 d5d4	rnbq1rk1/pp2bppp/4pn2/2p5/2Pp4/1P2PNP1/P2P1PBP/RNBQ1RK1 w - -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5 7. e3 Nc6	g1f3 d7d5 g2g3 g8f6 f1g2 e7e6 e1g1 f8e7 c2c4 e8g8 b2b3 c7c5 e2e3 b8c6	r1bq1rk1/pp2bppp/2n1pn2/2pp4/2P5/1P2PNP1/P2P1PBP/RNBQ1RK1 w - -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. b3	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8e7 b2b3	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P3NP1/P2PPPBP/RNBQK2R b KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. b3 b6	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8e7 b2b3 b7b6	rnbqk2r/p1p1bppp/1p2pn2/3p4/2P5/1P3NP1/P2PPPBP/RNBQK2R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
A14	English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3	1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. b3 c5	c2c4 e7e6 g1f3 d7d5 g2g3 g8f6 f1g2 f8e7 b2b3 c7c5	rnbqk2r/pp2bppp/4pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQK2R w KQkq -	The English Opening: Agincourt Defense begins with the moves c4 and e6 . This defense is noted for its flexible pawn structure, allowing Black to decide dynamically how to proceed. The early commitment to advancing the e6 pawn can lead to transpositions into many familiar middlegame structures. Both players have a variety of options that dictate the flow of the game, typically revolving around the central pawns and piece development.
